20210325,,Buy,pete najarian
20210325,,Hold,pete najarian
20210503,,Buy,jim cramer
20210601,,Buy,josh brown
20210618,,Sell,jim cramer
20210714,,Buy,jim cramer
20210726,,Hold,pete najarian
20210820,buy calls,Buy,pete najarian
20210901,,Hold,guy adami
20210901,,Buy,guy adami
20210902,,Hold,guy adami
20210915,,Hold,guy adami
20211011,,Hold,guy adami
20211222,,Buy,chris verrone, guy adami
20211222,buy calls,Buy,pete najarian
20211228,,Buy,guy adami
20211228,,Sell,steve grasso
20220107,,Hold,pete najarian
20220302,,Hold,guy adami
20220325,,Hold,jim cramer
20220421,,Sell,steve grasso
